,0
GO:0019915,27.0
GO:0019918,1.0
GO:0019919,3.0
GO:0019932,3.0
GO:0019933,29.0
GO:0019934,26.0
GO:0019935,1.0
GO:0019941,8.0
GO:0019953,9.0
GO:0019985,13.0
GO:0020027,5.0
GO:0021501,1.0
GO:0021502,3.0
GO:0021503,1.0
GO:0021508,3.0
GO:0021509,1.0
GO:0021510,28.0
GO:0021511,1.0
GO:0021512,1.0
GO:0021513,3.0
GO:0021514,3.0
GO:0021515,2.0
GO:0021516,8.0
GO:0021517,10.0
GO:0021520,8.0
GO:0021521,4.0
GO:0021522,16.0
GO:0021523,3.0
GO:0021524,3.0
GO:0021526,2.0
GO:0021527,12.0
GO:0021528,1.0
GO:0021529,2.0
GO:0021530,3.0
GO:0021532,6.0
GO:0021533,3.0
GO:0021535,3.0
GO:0021536,2.0
GO:0021537,17.0
GO:0021539,1.0
GO:0021540,5.0
GO:0021541,1.0
GO:0021542,19.0
GO:0021543,1.0
GO:0021544,3.0
GO:0021545,3.0
GO:0021546,1.0
GO:0021547,1.0
GO:0021548,1.0
GO:0021549,45.0
GO:0021551,2.0
GO:0021553,3.0
GO:0021554,14.0
GO:0021555,3.0
GO:0021556,1.0
GO:0021557,2.0
GO:0021558,1.0
GO:0021559,7.0
GO:0021562,3.0
GO:0021563,1.0
GO:0021564,1.0
GO:0021568,2.0
GO:0021569,1.0
GO:0021570,2.0
GO:0021571,2.0
GO:0021572,1.0
GO:0021575,3.0
GO:0021587,4.0
GO:0021588,1.0
GO:0021589,2.0
GO:0021591,20.0
GO:0021592,1.0
GO:0021599,2.0
GO:0021602,1.0
GO:0021610,2.0
GO:0021612,8.0
GO:0021615,4.0
GO:0021618,1.0
GO:0021623,2.0
GO:0021626,2.0
GO:0021628,2.0
GO:0021630,2.0
GO:0021631,5.0
GO:0021633,2.0
GO:0021637,4.0
GO:0021642,1.0
GO:0021644,2.0
GO:0021647,1.0
GO:0021649,2.0
GO:0021650,5.0
GO:0021658,1.0
GO:0021659,1.0
GO:0021660,1.0
GO:0021665,1.0
GO:0021666,1.0
GO:0021670,12.0
GO:0021675,16.0
GO:0021678,4.0
GO:0021680,8.0
GO:0021681,3.0
GO:0021682,1.0
GO:0021683,1.0
GO:0021685,1.0
GO:0021686,1.0
GO:0021687,1.0
GO:0021688,1.0
GO:0021691,2.0
GO:0021692,2.0
GO:0021693,2.0
GO:0021694,2.0
GO:0021695,6.0
GO:0021696,5.0
GO:0021697,3.0
GO:0021700,1.0
GO:0021702,13.0
GO:0021703,1.0
GO:0021707,8.0
GO:0021722,2.0
GO:0021723,1.0
GO:0021740,2.0
GO:0021742,1.0
GO:0021743,1.0
GO:0021747,3.0
GO:0021750,2.0
GO:0021754,2.0
GO:0021756,15.0
GO:0021757,1.0
GO:0021758,1.0
GO:0021759,4.0
GO:0021761,2.0
GO:0021762,46.0
GO:0021764,5.0
GO:0021766,68.0
GO:0021767,1.0
GO:0021768,1.0
GO:0021769,2.0
GO:0021771,1.0
GO:0021772,20.0
GO:0021773,4.0
GO:0021775,3.0
GO:0021776,2.0
GO:0021778,1.0
GO:0021780,3.0
GO:0021781,2.0
GO:0021782,4.0
GO:0021784,2.0
GO:0021785,4.0
GO:0021793,1.0
GO:0021794,11.0
GO:0021795,9.0
GO:0021796,7.0
GO:0021797,3.0
GO:0021798,7.0
GO:0021799,9.0
GO:0021800,4.0
GO:0021801,3.0
GO:0021808,1.0
GO:0021812,1.0
GO:0021813,1.0
GO:0021814,2.0
GO:0021816,2.0
GO:0021817,3.0
GO:0021819,13.0
GO:0021822,1.0
GO:0021828,6.0
GO:0021830,1.0
GO:0021831,1.0
GO:0021836,2.0
GO:0021842,1.0
GO:0021846,10.0
GO:0021847,2.0
GO:0021849,3.0
GO:0021852,3.0
GO:0021853,6.0
GO:0021854,12.0
GO:0021855,1.0
GO:0021858,1.0
GO:0021859,3.0
GO:0021860,8.0
GO:0021861,7.0
GO:0021869,3.0
GO:0021870,2.0
GO:0021871,4.0
GO:0021872,1.0
GO:0021873,2.0
GO:0021874,1.0
GO:0021877,1.0
GO:0021879,5.0
GO:0021884,6.0
GO:0021885,3.0
GO:0021888,2.0
GO:0021889,5.0
GO:0021891,3.0
GO:0021892,2.0
GO:0021893,2.0
GO:0021894,1.0
GO:0021895,14.0
GO:0021897,3.0
GO:0021902,6.0
GO:0021903,3.0
GO:0021904,11.0
GO:0021905,1.0
GO:0021910,1.0
GO:0021914,3.0
GO:0021915,30.0
GO:0021919,1.0
GO:0021930,8.0
GO:0021933,1.0
GO:0021934,3.0
GO:0021935,2.0
GO:0021936,1.0
GO:0021937,2.0
GO:0021938,3.0
GO:0021940,3.0
GO:0021941,2.0
GO:0021942,3.0
GO:0021943,3.0
GO:0021944,1.0
GO:0021952,9.0
GO:0021953,9.0
GO:0021954,19.0
GO:0021955,7.0
GO:0021956,1.0
GO:0021957,5.0
GO:0021960,7.0
GO:0021965,3.0
GO:0021966,1.0
GO:0021972,1.0
GO:0021978,6.0
GO:0021979,5.0
GO:0021983,24.0
GO:0021984,7.0
GO:0021985,2.0
GO:0021986,3.0
GO:0021987,74.0
GO:0021988,1.0
GO:0021989,1.0
GO:0021993,1.0
GO:0021997,2.0
GO:0021998,1.0
GO:0021999,1.0
GO:0022004,1.0
GO:0022007,2.0
GO:0022008,57.0
GO:0022009,5.0
GO:0022010,15.0
GO:0022011,16.0
GO:0022013,1.0
GO:0022018,1.0
GO:0022027,4.0
GO:0022028,4.0
GO:0022029,4.0
GO:0022037,2.0
GO:0022038,20.0
GO:0022400,10.0
GO:0022401,1.0
GO:0022405,5.0
GO:0022406,1.0
GO:0022407,11.0
GO:0022408,15.0
GO:0022409,16.0
GO:0022410,1.0
GO:0022414,4.0
GO:0022417,8.0
GO:0022602,4.0
GO:0022604,24.0
GO:0022605,1.0
GO:0022607,1.0
GO:0022612,7.0
GO:0022613,1.0
GO:0022614,5.0
GO:0022615,5.0
GO:0022616,1.0
GO:0022617,46.0
GO:0022618,2.0
GO:0022898,7.0
GO:0022900,10.0
GO:0022904,19.0
GO:0023019,22.0
GO:0023021,3.0
GO:0023035,10.0
GO:0023041,7.0
GO:0023051,4.0
GO:0023052,7.0
GO:0023057,2.0
GO:0023061,1.0
GO:0030001,6.0
GO:0030003,18.0
GO:0030007,15.0
GO:0030010,34.0
GO:0030011,7.0
GO:0030026,3.0
GO:0030029,2.0
GO:0030030,40.0
GO:0030031,14.0
GO:0030032,35.0
GO:0030033,10.0
GO:0030034,1.0
GO:0030035,4.0
GO:0030036,154.0
GO:0030037,1.0
GO:0030041,37.0
GO:0030042,12.0
GO:0030043,4.0
GO:0030046,3.0
GO:0030047,3.0
GO:0030048,14.0
GO:0030049,11.0
GO:0030050,19.0
GO:0030070,8.0
GO:0030071,35.0
GO:0030072,6.0
GO:0030073,38.0
GO:0030091,5.0
GO:0030097,59.0
GO:0030098,5.0
GO:0030099,25.0
GO:0030100,32.0
GO:0030101,24.0
GO:0030103,4.0
GO:0030111,17.0
GO:0030148,52.0
GO:0030149,5.0
GO:0030150,20.0
GO:0030154,563.0
GO:0030155,56.0
GO:0030157,7.0
GO:0030162,12.0
GO:0030163,65.0
GO:0030166,19.0
GO:0030167,2.0
GO:0030168,60.0
GO:0030174,13.0
GO:0030177,40.0
GO:0030178,49.0
GO:0030182,153.0
GO:0030183,85.0
GO:0030185,4.0
GO:0030187,2.0
GO:0030193,10.0
GO:0030194,17.0
GO:0030195,14.0
GO:0030198,156.0
GO:0030199,58.0
GO:0030200,9.0
GO:0030201,4.0
GO:0030202,5.0
GO:0030203,9.0
GO:0030204,4.0
GO:0030205,2.0
GO:0030206,18.0
GO:0030207,4.0
GO:0030208,5.0
GO:0030209,4.0
GO:0030210,11.0
GO:0030211,1.0
GO:0030212,9.0
GO:0030213,7.0
GO:0030214,16.0
GO:0030216,63.0
GO:0030217,42.0
GO:0030218,52.0
GO:0030219,10.0
GO:0030220,20.0
GO:0030221,2.0
GO:0030222,4.0
GO:0030223,7.0
GO:0030224,19.0
GO:0030225,31.0
GO:0030237,1.0
GO:0030238,11.0
GO:0030239,14.0
GO:0030240,7.0
GO:0030241,3.0
GO:0030242,4.0
GO:0030252,6.0
GO:0030258,7.0
GO:0030259,12.0
GO:0030261,19.0
GO:0030262,5.0
GO:0030263,5.0
GO:0030264,1.0
GO:0030277,16.0
GO:0030278,16.0
GO:0030279,19.0
GO:0030282,52.0
GO:0030299,11.0
GO:0030300,4.0
GO:0030301,21.0
GO:0030302,1.0
GO:0030307,90.0
GO:0030308,123.0
GO:0030309,1.0
GO:0030311,5.0
GO:0030316,42.0
GO:0030317,89.0
GO:0030318,22.0
GO:0030321,9.0
GO:0030322,17.0
GO:0030323,4.0
GO:0030324,82.0
GO:0030325,24.0
GO:0030326,35.0
GO:0030327,3.0
GO:0030328,2.0
GO:0030330,16.0
GO:0030334,102.0
GO:0030335,232.0
GO:0030336,135.0
GO:0030382,4.0
GO:0030388,9.0
GO:0030389,1.0
GO:0030392,1.0
GO:0030393,1.0
GO:0030397,1.0
GO:0030421,2.0
GO:0030422,8.0
GO:0030431,11.0
GO:0030432,10.0
GO:0030433,75.0
GO:0030449,8.0
GO:0030451,3.0
GO:0030473,1.0
GO:0030488,28.0
GO:0030490,19.0
GO:0030497,6.0
GO:0030500,20.0
GO:0030501,41.0
GO:0030502,16.0
GO:0030505,2.0
GO:0030509,85.0
GO:0030510,13.0
GO:0030511,32.0
GO:0030512,90.0
GO:0030513,38.0
GO:0030514,56.0
GO:0030516,13.0
GO:0030517,21.0
GO:0030518,5.0
GO:0030520,21.0
GO:0030521,23.0
GO:0030522,5.0
GO:0030534,33.0
GO:0030538,1.0
GO:0030539,20.0
GO:0030540,7.0
GO:0030573,2.0
GO:0030574,41.0
GO:0030575,2.0
GO:0030576,3.0
GO:0030578,7.0
GO:0030579,6.0
GO:0030592,3.0
GO:0030593,80.0
GO:0030595,14.0
GO:0030641,7.0
GO:0030643,10.0
GO:0030644,11.0
GO:0030656,1.0
GO:0030704,1.0
GO:0030705,20.0
GO:0030718,4.0
GO:0030719,2.0
GO:0030728,8.0
GO:0030730,4.0
GO:0030832,4.0
GO:0030833,29.0
GO:0030834,2.0
GO:0030835,4.0
GO:0030836,8.0
GO:0030837,20.0
GO:0030838,51.0
GO:0030844,1.0
GO:0030845,1.0
GO:0030850,10.0
GO:0030851,14.0
GO:0030853,8.0
GO:0030854,6.0
GO:0030855,94.0
GO:0030856,7.0
GO:0030857,14.0
GO:0030858,8.0
GO:0030859,6.0
GO:0030860,1.0
GO:0030862,1.0
GO:0030865,6.0
GO:0030866,30.0
GO:0030878,28.0
GO:0030879,22.0
GO:0030886,3.0
GO:0030887,2.0
GO:0030888,4.0
GO:0030889,17.0
GO:0030890,46.0
GO:0030900,47.0
GO:0030901,27.0
GO:0030902,16.0
GO:0030903,11.0
GO:0030910,3.0
GO:0030913,6.0
GO:0030916,7.0
GO:0030917,2.0
GO:0030947,4.0
GO:0030948,11.0
GO:0030949,14.0
GO:0030950,3.0
GO:0030951,4.0
GO:0030953,10.0
GO:0030954,1.0
GO:0030961,1.0
GO:0030968,45.0
GO:0030970,16.0
GO:0030974,2.0
GO:0030997,2.0
GO:0031000,5.0
GO:0031016,24.0
GO:0031017,7.0
GO:0031018,17.0
GO:0031022,2.0
GO:0031023,12.0
GO:0031032,29.0
GO:0031034,1.0
GO:0031037,1.0
GO:0031047,26.0
GO:0031048,4.0
GO:0031053,14.0
GO:0031054,14.0
GO:0031056,3.0
GO:0031058,2.0
GO:0031060,2.0
GO:0031062,10.0
GO:0031063,11.0
GO:0031064,1.0
GO:0031065,12.0
GO:0031069,33.0
GO:0031076,12.0
GO:0031077,4.0
GO:0031086,2.0
GO:0031087,5.0
GO:0031098,10.0
GO:0031099,2.0
GO:0031100,36.0
GO:0031102,5.0
GO:0031103,16.0
GO:0031104,1.0
GO:0031106,2.0
GO:0031109,1.0
GO:0031110,15.0
GO:0031111,2.0
GO:0031113,12.0
GO:0031114,3.0
GO:0031115,13.0
GO:0031116,26.0
GO:0031117,4.0
GO:0031118,3.0
GO:0031119,5.0
GO:0031120,3.0
GO:0031122,46.0
GO:0031123,7.0
GO:0031124,14.0
GO:0031125,1.0
GO:0031128,1.0
GO:0031129,1.0
GO:0031133,5.0
GO:0031134,2.0
GO:0031144,2.0
GO:0031145,22.0
GO:0031146,46.0
GO:0031161,2.0
GO:0031167,12.0
GO:0031173,1.0
GO:0031175,117.0
GO:0031179,6.0
GO:0031204,9.0
GO:0031214,25.0
GO:0031223,6.0
GO:0031247,2.0
GO:0031268,1.0
GO:0031269,1.0
GO:0031274,13.0
GO:0031281,3.0
GO:0031282,1.0
GO:0031283,2.0
GO:0031284,5.0
GO:0031290,19.0
GO:0031291,2.0
GO:0031293,14.0
GO:0031295,39.0
GO:0031296,4.0
GO:0031297,37.0
GO:0031328,3.0
GO:0031333,38.0
GO:0031334,53.0
GO:0031338,3.0
GO:0031339,2.0
GO:0031340,5.0
GO:0031343,1.0
GO:0031344,3.0
GO:0031345,2.0
GO:0031346,4.0
GO:0031365,4.0
GO:0031392,1.0
GO:0031393,2.0
GO:0031394,7.0
GO:0031396,18.0
GO:0031397,52.0
GO:0031398,77.0
GO:0031401,4.0
GO:0031408,2.0
GO:0031424,75.0
GO:0031427,1.0
GO:0031439,1.0
GO:0031440,4.0
GO:0031441,1.0
GO:0031442,6.0
GO:0031443,1.0
GO:0031444,1.0
GO:0031445,1.0
GO:0031448,2.0
GO:0031449,2.0
GO:0031453,3.0
GO:0031460,3.0
GO:0031468,18.0
GO:0031503,14.0
GO:0031507,29.0
GO:0031508,3.0
GO:0031509,7.0
GO:0031529,14.0
GO:0031532,60.0
GO:0031536,5.0
GO:0031547,4.0
GO:0031549,1.0
GO:0031550,2.0
GO:0031571,13.0
GO:0031573,17.0
GO:0031579,5.0
GO:0031580,2.0
GO:0031581,6.0
GO:0031583,1.0
GO:0031584,6.0
GO:0031585,1.0
GO:0031587,4.0
GO:0031589,21.0
GO:0031591,6.0
GO:0031620,2.0
GO:0031622,5.0
GO:0031623,51.0
GO:0031627,2.0
GO:0031629,12.0
GO:0031630,6.0
GO:0031635,2.0
GO:0031638,25.0
GO:0031639,10.0
GO:0031640,89.0
GO:0031641,21.0
GO:0031642,10.0
GO:0031643,19.0
GO:0031644,3.0
GO:0031647,87.0
GO:0031648,50.0
GO:0031649,4.0
GO:0031651,1.0
GO:0031652,2.0
GO:0031663,37.0
GO:0031664,4.0
GO:0031665,12.0
GO:0031666,10.0
GO:0031667,47.0
GO:0031668,18.0
GO:0031669,24.0
GO:0031670,5.0
GO:0031848,5.0
GO:0031860,4.0
GO:0031914,3.0
GO:0031915,8.0
GO:0031929,21.0
GO:0031930,2.0
GO:0031943,2.0
GO:0031946,1.0
GO:0031947,1.0
GO:0031952,4.0
GO:0031953,11.0
GO:0031954,25.0
GO:0031959,1.0
GO:0031960,5.0
GO:0031987,6.0
GO:0031990,1.0
GO:0031998,5.0
GO:0031999,5.0
GO:0032000,11.0
GO:0032006,19.0
GO:0032007,36.0
GO:0032008,33.0
GO:0032012,19.0
GO:0032014,2.0
GO:0032020,6.0
GO:0032023,1.0
GO:0032024,56.0
GO:0032025,6.0
GO:0032026,12.0
GO:0032042,4.0
GO:0032043,1.0
GO:0032048,3.0
GO:0032049,8.0
GO:0032053,5.0
GO:0032055,2.0
GO:0032056,2.0
GO:0032057,4.0
GO:0032058,1.0
GO:0032060,10.0
GO:0032071,2.0
GO:0032072,1.0
GO:0032074,1.0
GO:0032075,1.0
GO:0032076,1.0
GO:0032077,1.0
GO:0032078,1.0
GO:0032079,4.0
GO:0032088,86.0
GO:0032091,76.0
GO:0032092,73.0
GO:0032094,24.0
GO:0032095,3.0
GO:0032098,7.0
GO:0032099,7.0
GO:0032100,5.0
GO:0032119,4.0
GO:0032147,38.0
GO:0032148,29.0
GO:0032185,2.0
GO:0032194,1.0
GO:0032196,1.0
GO:0032197,4.0
GO:0032200,4.0
GO:0032201,5.0
GO:0032202,3.0
GO:0032203,1.0
GO:0032204,22.0
GO:0032205,4.0
GO:0032206,17.0
GO:0032208,1.0
GO:0032210,6.0
GO:0032211,21.0
GO:0032212,34.0
GO:0032214,2.0
GO:0032218,4.0
GO:0032223,1.0
GO:0032224,3.0
GO:0032225,3.0
GO:0032226,3.0
GO:0032227,2.0
GO:0032228,14.0
GO:0032229,6.0
GO:0032230,16.0
GO:0032231,2.0
GO:0032232,4.0
GO:0032233,13.0
GO:0032237,6.0
GO:0032238,4.0
GO:0032243,1.0
GO:0032244,1.0
GO:0032252,3.0
GO:0032259,58.0
GO:0032261,1.0
GO:0032263,5.0
GO:0032264,5.0
GO:0032272,1.0
GO:0032273,5.0
GO:0032274,2.0
GO:0032275,4.0
GO:0032277,2.0
GO:0032286,4.0
GO:0032287,9.0
GO:0032288,7.0
GO:0032289,7.0
GO:0032290,3.0
GO:0032298,2.0
GO:0032304,1.0
GO:0032305,2.0
GO:0032307,1.0
GO:0032308,11.0
GO:0032310,5.0
GO:0032324,3.0
GO:0032328,6.0
GO:0032329,1.0
GO:0032330,11.0
GO:0032331,22.0
GO:0032332,20.0
GO:0032341,2.0
GO:0032342,3.0
GO:0032347,1.0
GO:0032348,4.0
GO:0032349,3.0
GO:0032350,3.0
GO:0032354,6.0
GO:0032355,82.0
GO:0032361,1.0
GO:0032364,7.0
GO:0032365,2.0
GO:0032366,5.0
GO:0032367,13.0
GO:0032368,4.0
GO:0032369,4.0
GO:0032370,2.0
GO:0032374,7.0
GO:0032375,4.0
GO:0032376,7.0
GO:0032379,1.0
GO:0032383,3.0
GO:0032384,1.0
GO:0032385,1.0
GO:0032386,4.0
GO:0032387,3.0
GO:0032388,6.0
GO:0032392,4.0
GO:0032400,5.0
GO:0032401,2.0
GO:0032402,21.0
GO:0032409,2.0
GO:0032410,5.0
GO:0032411,8.0
GO:0032412,2.0
GO:0032413,1.0
GO:0032414,4.0
GO:0032415,1.0
GO:0032416,2.0
GO:0032417,5.0
GO:0032418,32.0
GO:0032423,1.0
GO:0032425,3.0
GO:0032429,2.0
GO:0032430,3.0
GO:0032431,2.0
GO:0032434,14.0
GO:0032435,34.0
GO:0032436,79.0
GO:0032438,25.0
GO:0032446,4.0
GO:0032447,4.0
GO:0032456,63.0
GO:0032458,2.0
GO:0032461,2.0
GO:0032463,2.0
GO:0032464,2.0
GO:0032465,39.0
GO:0032466,7.0
GO:0032467,40.0
GO:0032468,2.0
GO:0032469,18.0
GO:0032470,3.0
GO:0032471,9.0
GO:0032472,2.0
GO:0032474,4.0
GO:0032475,1.0
GO:0032479,9.0
GO:0032480,25.0
GO:0032481,31.0
GO:0032482,14.0
GO:0032483,7.0
GO:0032484,2.0
GO:0032485,2.0
GO:0032486,11.0
GO:0032487,3.0
GO:0032488,9.0
GO:0032489,8.0
GO:0032490,2.0
GO:0032491,1.0
GO:0032494,7.0
GO:0032495,12.0
GO:0032496,132.0
GO:0032497,4.0
GO:0032498,1.0
GO:0032499,1.0
GO:0032502,19.0
GO:0032506,3.0
GO:0032507,5.0
GO:0032508,32.0
GO:0032509,9.0
GO:0032510,5.0
GO:0032511,12.0
GO:0032515,15.0
GO:0032516,16.0
GO:0032525,11.0
GO:0032526,49.0
GO:0032527,8.0
GO:0032528,2.0
GO:0032532,7.0
GO:0032534,5.0
GO:0032535,1.0
GO:0032536,1.0
GO:0032543,95.0
GO:0032570,33.0
GO:0032571,3.0
GO:0032581,1.0
GO:0032596,2.0
GO:0032597,1.0
GO:0032600,1.0
GO:0032642,4.0
GO:0032645,2.0
GO:0032648,4.0
GO:0032649,5.0
GO:0032651,8.0
GO:0032652,1.0
GO:0032653,2.0
GO:0032655,4.0
GO:0032661,1.0
GO:0032663,2.0
GO:0032673,1.0
GO:0032674,1.0
GO:0032675,10.0
GO:0032677,4.0
GO:0032680,10.0
GO:0032682,7.0
GO:0032683,1.0
GO:0032685,1.0
GO:0032686,1.0
GO:0032687,6.0
GO:0032688,14.0
GO:0032689,43.0
GO:0032690,2.0
GO:0032691,31.0
GO:0032692,6.0
GO:0032693,21.0
GO:0032695,18.0
GO:0032696,7.0
GO:0032700,14.0
GO:0032701,4.0
GO:0032703,27.0
GO:0032707,2.0
GO:0032712,1.0
GO:0032713,7.0
GO:0032714,8.0
GO:0032715,50.0
GO:0032717,19.0
GO:0032720,63.0
GO:0032722,45.0
GO:0032723,2.0
GO:0032724,2.0
GO:0032725,15.0
GO:0032727,25.0
GO:0032728,41.0
GO:0032729,78.0
GO:0032730,7.0
GO:0032731,62.0
GO:0032732,13.0
GO:0032733,41.0
GO:0032735,44.0
GO:0032736,14.0
GO:0032738,1.0
GO:0032739,1.0
GO:0032740,27.0
GO:0032741,10.0
GO:0032743,35.0
GO:0032745,2.0
GO:0032747,7.0
GO:0032752,1.0
GO:0032753,27.0
GO:0032754,11.0
GO:0032755,99.0
GO:0032757,65.0
GO:0032759,2.0
GO:0032760,102.0
GO:0032761,3.0
GO:0032764,3.0
GO:0032765,4.0
GO:0032769,1.0
GO:0032770,2.0
GO:0032773,2.0
GO:0032775,2.0
GO:0032776,2.0
GO:0032780,12.0
GO:0032781,26.0
GO:0032782,6.0
GO:0032784,9.0
GO:0032785,4.0
GO:0032786,17.0
GO:0032787,3.0
GO:0032788,1.0
GO:0032789,1.0
GO:0032790,11.0
GO:0032792,6.0
GO:0032793,20.0
GO:0032796,2.0
GO:0032801,13.0
GO:0032802,1.0
GO:0032803,1.0
GO:0032804,2.0
GO:0032805,3.0
GO:0032808,7.0
GO:0032811,5.0
GO:0032812,2.0
GO:0032814,6.0
GO:0032815,6.0
GO:0032816,8.0
GO:0032817,2.0
GO:0032819,13.0
GO:0032823,2.0
GO:0032825,8.0
GO:0032826,1.0
GO:0032827,3.0
GO:0032831,5.0
GO:0032834,2.0
GO:0032835,8.0
GO:0032836,10.0
GO:0032848,1.0
GO:0032849,4.0
GO:0032868,71.0
GO:0032869,94.0
GO:0032870,40.0
GO:0032872,10.0
GO:0032873,8.0
GO:0032874,18.0
GO:0032875,1.0
GO:0032876,1.0
GO:0032877,2.0
GO:0032878,3.0
GO:0032879,1.0
GO:0032880,83.0
GO:0032886,9.0
GO:0032897,16.0
GO:0032900,1.0
GO:0032901,1.0
GO:0032902,2.0
GO:0032903,1.0
GO:0032905,3.0
GO:0032909,4.0
GO:0032911,6.0
GO:0032912,2.0
GO:0032913,1.0
GO:0032914,6.0
GO:0032915,3.0
GO:0032916,1.0
GO:0032918,2.0
GO:0032919,1.0
GO:0032920,1.0
GO:0032922,71.0
GO:0032924,17.0
GO:0032925,4.0
GO:0032926,8.0
GO:0032927,7.0
GO:0032928,1.0
GO:0032929,3.0
GO:0032930,20.0
GO:0032933,9.0
GO:0032938,1.0
GO:0032940,10.0
GO:0032943,1.0
GO:0032945,2.0
GO:0032946,5.0
GO:0032956,65.0
GO:0032957,4.0
GO:0032958,11.0
GO:0032959,3.0
GO:0032960,1.0
GO:0032962,5.0
GO:0032963,13.0
GO:0032964,10.0
GO:0032966,10.0
GO:0032967,27.0
GO:0032968,50.0
GO:0032970,3.0
GO:0032971,2.0
GO:0032972,2.0
GO:0032973,1.0
GO:0032976,1.0
GO:0032979,4.0
GO:0032980,2.0
GO:0032981,62.0
GO:0032984,2.0
GO:0032986,2.0
GO:0032990,1.0
GO:0033002,1.0
GO:0033003,2.0
GO:0033004,5.0
GO:0033005,5.0
GO:0033007,4.0
GO:0033008,1.0
GO:0033013,1.0
GO:0033023,1.0
GO:0033024,2.0
GO:0033025,1.0
GO:0033026,1.0
GO:0033027,1.0
GO:0033028,8.0
GO:0033029,1.0
GO:0033030,2.0
GO:0033031,5.0
GO:0033032,1.0
GO:0033033,9.0
GO:0033034,1.0
GO:0033036,1.0
GO:0033037,1.0
GO:0033043,2.0
GO:0033044,18.0
GO:0033045,1.0
GO:0033058,3.0
GO:0033059,1.0
GO:0033076,3.0
GO:0033077,39.0
GO:0033080,5.0
GO:0033081,6.0
GO:0033082,2.0
GO:0033084,1.0
GO:0033085,6.0
GO:0033088,6.0
GO:0033089,11.0
GO:0033092,6.0
GO:0033108,7.0
GO:0033119,6.0
GO:0033120,14.0
GO:0033132,5.0
GO:0033133,5.0
GO:0033135,5.0
GO:0033137,26.0
GO:0033138,92.0
GO:0033140,3.0
GO:0033141,20.0
GO:0033143,1.0
GO:0033144,3.0
GO:0033146,9.0
GO:0033147,15.0
GO:0033148,11.0
GO:0033151,8.0
GO:0033152,6.0
GO:0033153,4.0
GO:0033157,6.0
GO:0033169,5.0
GO:0033173,15.0
GO:0033182,1.0
GO:0033189,17.0
GO:0033194,7.0
GO:0033197,9.0
GO:0033198,17.0
GO:0033206,2.0
GO:0033209,47.0
GO:0033210,7.0
GO:0033211,7.0
GO:0033212,3.0
GO:0033215,1.0
GO:0033227,3.0
GO:0033233,2.0
GO:0033234,10.0
GO:0033235,13.0
GO:0033260,3.0
GO:0033262,5.0
GO:0033273,1.0
GO:0033274,1.0
GO:0033275,2.0
GO:0033277,2.0
GO:0033278,6.0
GO:0033280,17.0
GO:0033292,6.0
GO:0033299,5.0
GO:0033301,1.0
GO:0033306,2.0
GO:0033313,1.0
GO:0033314,10.0
GO:0033316,1.0
GO:0033320,1.0
GO:0033326,3.0
GO:0033327,12.0
GO:0033342,1.0
GO:0033343,1.0
GO:0033344,27.0
GO:0033345,1.0
GO:0033353,4.0
GO:0033363,5.0
GO:0033364,2.0
GO:0033365,17.0
GO:0033366,3.0
GO:0033371,1.0
GO:0033373,1.0
GO:0033382,1.0
GO:0033383,1.0
GO:0033384,2.0
GO:0033386,1.0
GO:0033387,3.0
GO:0033389,1.0
GO:0033396,1.0
GO:0033477,1.0
GO:0033484,2.0
GO:0033489,4.0
GO:0033490,4.0
GO:0033499,4.0
GO:0033500,2.0
GO:0033504,7.0
GO:0033505,1.0
GO:0033512,3.0
GO:0033514,1.0
GO:0033522,4.0
GO:0033523,2.0
GO:0033539,11.0
GO:0033540,12.0
GO:0033554,2.0
GO:0033555,11.0
GO:0033559,1.0
GO:0033563,2.0
GO:0033564,5.0
GO:0033566,3.0
GO:0033567,1.0
GO:0033572,10.0
GO:0033574,31.0
GO:0033591,5.0
GO:0033594,1.0
GO:0033595,1.0
GO:0033598,10.0
GO:0033599,5.0
GO:0033600,4.0
GO:0033601,6.0
GO:0033602,5.0
GO:0033603,6.0
GO:0033604,2.0
GO:0033605,3.0
GO:0033609,1.0
GO:0033615,8.0
GO:0033617,25.0
GO:0033619,13.0
GO:0033622,10.0
GO:0033623,3.0
GO:0033624,3.0
GO:0033625,9.0
GO:0033626,2.0
GO:0033627,32.0
GO:0033628,13.0
GO:0033629,10.0
GO:0033630,16.0
GO:0033631,6.0
GO:0033632,3.0
GO:0033633,2.0
GO:0033634,6.0
GO:0033673,12.0
GO:0033674,55.0
GO:0033685,2.0
GO:0033686,4.0
GO:0033687,12.0
GO:0033688,3.0
GO:0033689,12.0
GO:0033690,13.0
GO:0033693,3.0
GO:0033700,13.0
GO:0033762,11.0
GO:0033860,1.0
GO:0033861,3.0
GO:0033864,7.0
GO:0033962,14.0
GO:0033979,1.0
GO:0033993,9.0
GO:0034014,2.0
GO:0034021,3.0
GO:0034050,1.0
GO:0034058,11.0
GO:0034059,2.0
GO:0034063,25.0
GO:0034067,20.0
GO:0034080,10.0
GO:0034085,3.0
GO:0034087,7.0
GO:0034088,4.0
GO:0034089,4.0
GO:0034097,47.0
GO:0034101,10.0
GO:0034103,6.0
GO:0034104,1.0
GO:0034105,6.0
GO:0034109,9.0
GO:0034111,2.0
GO:0034112,5.0
GO:0034113,25.0
GO:0034115,10.0
GO:0034116,15.0
GO:0034121,8.0
GO:0034122,16.0
