,0
GO:0046010,3.0
GO:0046013,3.0
GO:0046015,3.0
GO:0046016,1.0
GO:0046031,1.0
GO:0046032,2.0
GO:0046033,7.0
GO:0046034,29.0
GO:0046036,1.0
GO:0046037,2.0
GO:0046038,3.0
GO:0046039,14.0
GO:0046040,4.0
GO:0046041,1.0
GO:0046050,5.0
GO:0046051,1.0
GO:0046052,1.0
GO:0046054,1.0
GO:0046055,4.0
GO:0046057,1.0
GO:0046058,4.0
GO:0046059,4.0
GO:0046061,2.0
GO:0046067,1.0
GO:0046068,2.0
GO:0046069,4.0
GO:0046070,1.0
GO:0046074,3.0
GO:0046079,6.0
GO:0046081,2.0
GO:0046083,1.0
GO:0046084,1.0
GO:0046085,6.0
GO:0046086,1.0
GO:0046092,1.0
GO:0046098,2.0
GO:0046100,1.0
GO:0046101,1.0
GO:0046103,3.0
GO:0046104,2.0
GO:0046105,3.0
GO:0046108,1.0
GO:0046111,1.0
GO:0046121,1.0
GO:0046122,1.0
GO:0046130,1.0
GO:0046135,1.0
GO:0046146,1.0
GO:0046164,1.0
GO:0046166,2.0
GO:0046167,4.0
GO:0046168,2.0
GO:0046177,2.0
GO:0046185,3.0
GO:0046203,2.0
GO:0046204,1.0
GO:0046208,2.0
GO:0046209,2.0
GO:0046210,1.0
GO:0046219,2.0
GO:0046222,5.0
GO:0046223,2.0
GO:0046226,2.0
GO:0046272,1.0
GO:0046293,1.0
GO:0046294,3.0
GO:0046295,1.0
GO:0046296,1.0
GO:0046314,4.0
GO:0046318,1.0
GO:0046320,3.0
GO:0046321,6.0
GO:0046322,9.0
GO:0046323,14.0
GO:0046324,8.0
GO:0046325,13.0
GO:0046326,36.0
GO:0046327,2.0
GO:0046328,13.0
GO:0046329,27.0
GO:0046330,96.0
GO:0046331,3.0
GO:0046337,4.0
GO:0046338,4.0
GO:0046339,14.0
GO:0046340,5.0
GO:0046341,1.0
GO:0046356,3.0
GO:0046359,1.0
GO:0046360,1.0
GO:0046368,1.0
GO:0046370,2.0
GO:0046373,2.0
GO:0046380,1.0
GO:0046381,1.0
GO:0046386,1.0
GO:0046390,2.0
GO:0046395,2.0
GO:0046398,1.0
GO:0046415,10.0
GO:0046425,12.0
GO:0046426,16.0
GO:0046427,42.0
GO:0046434,1.0
GO:0046449,2.0
GO:0046452,3.0
GO:0046456,9.0
GO:0046458,1.0
GO:0046459,2.0
GO:0046464,5.0
GO:0046466,4.0
GO:0046469,3.0
GO:0046470,20.0
GO:0046471,7.0
GO:0046473,6.0
GO:0046474,4.0
GO:0046475,15.0
GO:0046477,3.0
GO:0046479,1.0
GO:0046483,6.0
GO:0046485,5.0
GO:0046486,8.0
GO:0046487,5.0
GO:0046488,14.0
GO:0046490,1.0
GO:0046491,1.0
GO:0046496,1.0
GO:0046498,2.0
GO:0046499,1.0
GO:0046500,4.0
GO:0046501,2.0
GO:0046511,2.0
GO:0046512,14.0
GO:0046513,33.0
GO:0046514,7.0
GO:0046520,1.0
GO:0046521,1.0
GO:0046533,6.0
GO:0046541,5.0
GO:0046543,2.0
GO:0046544,2.0
GO:0046545,4.0
GO:0046546,1.0
GO:0046548,9.0
GO:0046549,12.0
GO:0046578,10.0
GO:0046579,18.0
GO:0046580,23.0
GO:0046587,1.0
GO:0046588,1.0
GO:0046596,17.0
GO:0046597,23.0
GO:0046598,15.0
GO:0046599,10.0
GO:0046600,7.0
GO:0046601,5.0
GO:0046602,5.0
GO:0046603,1.0
GO:0046604,3.0
GO:0046605,9.0
GO:0046618,3.0
GO:0046619,2.0
GO:0046620,8.0
GO:0046621,9.0
GO:0046622,11.0
GO:0046626,13.0
GO:0046627,35.0
GO:0046628,22.0
GO:0046629,11.0
GO:0046631,8.0
GO:0046632,8.0
GO:0046633,3.0
GO:0046636,3.0
GO:0046638,10.0
GO:0046639,3.0
GO:0046641,6.0
GO:0046642,2.0
GO:0046645,1.0
GO:0046649,1.0
GO:0046651,6.0
GO:0046653,7.0
GO:0046654,5.0
GO:0046655,14.0
GO:0046657,1.0
GO:0046661,4.0
GO:0046666,3.0
GO:0046668,2.0
GO:0046671,2.0
GO:0046676,32.0
GO:0046677,33.0
GO:0046683,4.0
GO:0046684,3.0
GO:0046685,11.0
GO:0046686,22.0
GO:0046688,13.0
GO:0046689,6.0
GO:0046697,26.0
GO:0046705,1.0
GO:0046709,1.0
GO:0046712,2.0
GO:0046713,1.0
GO:0046716,24.0
GO:0046717,3.0
GO:0046718,37.0
GO:0046720,1.0
GO:0046724,2.0
GO:0046725,2.0
GO:0046726,4.0
GO:0046745,1.0
GO:0046754,1.0
GO:0046755,8.0
GO:0046761,14.0
GO:0046777,176.0
GO:0046782,1.0
GO:0046784,8.0
GO:0046785,16.0
GO:0046813,7.0
GO:0046814,1.0
GO:0046822,8.0
GO:0046824,1.0
GO:0046825,10.0
GO:0046826,6.0
GO:0046827,17.0
GO:0046831,1.0
GO:0046832,2.0
GO:0046833,5.0
GO:0046834,10.0
GO:0046835,12.0
GO:0046836,3.0
GO:0046839,13.0
GO:0046847,24.0
GO:0046849,15.0
GO:0046850,5.0
GO:0046851,2.0
GO:0046854,41.0
GO:0046856,24.0
GO:0046865,1.0
GO:0046867,1.0
GO:0046874,1.0
GO:0046877,2.0
GO:0046878,3.0
GO:0046879,5.0
GO:0046880,1.0
GO:0046881,6.0
GO:0046882,3.0
GO:0046883,4.0
GO:0046884,2.0
GO:0046885,2.0
GO:0046886,4.0
GO:0046887,8.0
GO:0046888,9.0
GO:0046889,19.0
GO:0046890,6.0
GO:0046898,3.0
GO:0046900,1.0
GO:0046901,1.0
GO:0046902,12.0
GO:0046903,8.0
GO:0046907,34.0
GO:0046928,22.0
GO:0046929,5.0
GO:0046931,11.0
GO:0046947,2.0
GO:0046949,7.0
GO:0046950,2.0
GO:0046951,6.0
GO:0046952,3.0
GO:0046958,1.0
GO:0046959,3.0
GO:0046960,2.0
GO:0046963,1.0
GO:0046967,2.0
GO:0046968,3.0
GO:0046984,1.0
GO:0046985,6.0
GO:0046986,1.0
GO:0047484,3.0
GO:0047496,17.0
GO:0047497,8.0
GO:0048002,3.0
GO:0048006,5.0
GO:0048007,7.0
GO:0048008,29.0
GO:0048009,27.0
GO:0048010,30.0
GO:0048011,13.0
GO:0048012,7.0
GO:0048013,48.0
GO:0048014,4.0
GO:0048015,34.0
GO:0048016,9.0
GO:0048017,4.0
GO:0048021,3.0
GO:0048022,5.0
GO:0048023,9.0
GO:0048024,18.0
GO:0048025,23.0
GO:0048026,31.0
GO:0048041,29.0
GO:0048048,10.0
GO:0048050,3.0
GO:0048066,6.0
GO:0048069,1.0
GO:0048070,3.0
GO:0048073,1.0
GO:0048074,1.0
GO:0048075,1.0
GO:0048086,1.0
GO:0048087,1.0
GO:0048102,5.0
GO:0048103,10.0
GO:0048105,3.0
GO:0048133,2.0
GO:0048137,2.0
GO:0048143,17.0
GO:0048144,34.0
GO:0048145,2.0
GO:0048146,52.0
GO:0048147,32.0
GO:0048148,14.0
GO:0048149,9.0
GO:0048160,2.0
GO:0048167,54.0
GO:0048168,23.0
GO:0048169,17.0
GO:0048170,6.0
GO:0048172,15.0
GO:0048174,1.0
GO:0048193,12.0
GO:0048194,4.0
GO:0048199,1.0
GO:0048203,2.0
GO:0048205,6.0
GO:0048208,23.0
GO:0048210,5.0
GO:0048211,1.0
GO:0048213,1.0
GO:0048219,1.0
GO:0048227,8.0
GO:0048232,4.0
GO:0048239,1.0
GO:0048240,25.0
GO:0048241,4.0
GO:0048242,1.0
GO:0048245,25.0
GO:0048246,15.0
GO:0048247,32.0
GO:0048250,2.0
GO:0048251,11.0
GO:0048252,3.0
GO:0048254,5.0
GO:0048255,35.0
GO:0048259,2.0
GO:0048260,21.0
GO:0048261,7.0
GO:0048263,5.0
GO:0048264,1.0
GO:0048265,15.0
GO:0048266,14.0
GO:0048268,15.0
GO:0048278,21.0
GO:0048280,9.0
GO:0048284,4.0
GO:0048286,40.0
GO:0048289,3.0
GO:0048290,1.0
GO:0048291,1.0
GO:0048294,3.0
GO:0048295,3.0
GO:0048297,1.0
GO:0048298,5.0
GO:0048302,4.0
GO:0048304,10.0
GO:0048311,8.0
GO:0048312,7.0
GO:0048318,5.0
GO:0048319,1.0
GO:0048320,2.0
GO:0048327,1.0
GO:0048332,2.0
GO:0048333,10.0
GO:0048337,1.0
GO:0048339,8.0
GO:0048340,2.0
GO:0048341,5.0
GO:0048343,2.0
GO:0048352,1.0
GO:0048368,4.0
GO:0048370,1.0
GO:0048371,2.0
GO:0048378,1.0
GO:0048382,5.0
GO:0048384,19.0
GO:0048385,2.0
GO:0048386,5.0
GO:0048387,9.0
GO:0048388,14.0
GO:0048389,1.0
GO:0048392,1.0
GO:0048468,20.0
GO:0048469,31.0
GO:0048477,36.0
GO:0048483,3.0
GO:0048484,11.0
GO:0048485,16.0
GO:0048486,1.0
GO:0048488,39.0
GO:0048489,15.0
GO:0048490,16.0
GO:0048496,5.0
GO:0048499,5.0
GO:0048505,4.0
GO:0048511,66.0
GO:0048512,8.0
GO:0048513,18.0
GO:0048514,18.0
GO:0048515,7.0
GO:0048520,1.0
GO:0048524,3.0
GO:0048525,6.0
GO:0048534,1.0
GO:0048535,19.0
GO:0048536,37.0
GO:0048538,46.0
GO:0048539,9.0
GO:0048541,6.0
GO:0048545,16.0
GO:0048546,14.0
GO:0048549,5.0
GO:0048550,4.0
GO:0048557,17.0
GO:0048560,1.0
GO:0048561,1.0
GO:0048562,4.0
GO:0048563,4.0
GO:0048565,26.0
GO:0048566,16.0
GO:0048568,31.0
GO:0048570,4.0
GO:0048571,1.0
GO:0048572,1.0
GO:0048588,2.0
GO:0048589,25.0
GO:0048592,4.0
GO:0048593,18.0
GO:0048596,14.0
GO:0048597,4.0
GO:0048598,11.0
GO:0048599,14.0
GO:0048608,4.0
GO:0048609,4.0
GO:0048611,1.0
GO:0048613,1.0
GO:0048617,9.0
GO:0048619,3.0
GO:0048621,1.0
GO:0048625,3.0
GO:0048626,1.0
GO:0048627,4.0
GO:0048630,6.0
GO:0048631,1.0
GO:0048632,2.0
GO:0048633,6.0
GO:0048634,3.0
GO:0048635,1.0
GO:0048638,2.0
GO:0048639,4.0
GO:0048640,1.0
GO:0048641,3.0
GO:0048642,4.0
GO:0048643,7.0
GO:0048644,8.0
GO:0048645,5.0
GO:0048646,7.0
GO:0048659,3.0
GO:0048660,9.0
GO:0048661,52.0
GO:0048662,30.0
GO:0048663,23.0
GO:0048664,8.0
GO:0048665,21.0
GO:0048666,52.0
GO:0048667,8.0
GO:0048668,11.0
GO:0048669,3.0
GO:0048671,9.0
GO:0048672,9.0
GO:0048675,35.0
GO:0048677,2.0
GO:0048678,37.0
GO:0048679,5.0
GO:0048680,9.0
GO:0048681,9.0
GO:0048685,1.0
GO:0048692,2.0
GO:0048697,2.0
GO:0048698,1.0
GO:0048699,10.0
GO:0048701,30.0
GO:0048702,9.0
GO:0048703,10.0
GO:0048704,43.0
GO:0048705,32.0
GO:0048706,31.0
GO:0048708,17.0
GO:0048709,34.0
GO:0048710,2.0
GO:0048711,12.0
GO:0048712,11.0
GO:0048713,6.0
GO:0048714,25.0
GO:0048715,14.0
GO:0048729,3.0
GO:0048730,6.0
GO:0048731,2.0
GO:0048732,2.0
GO:0048733,7.0
GO:0048738,17.0
GO:0048741,29.0
GO:0048742,3.0
GO:0048743,9.0
GO:0048745,14.0
GO:0048752,5.0
GO:0048753,1.0
GO:0048754,23.0
GO:0048755,6.0
GO:0048757,1.0
GO:0048762,8.0
GO:0048769,3.0
GO:0048771,9.0
GO:0048773,1.0
GO:0048789,1.0
GO:0048790,3.0
GO:0048791,13.0
GO:0048792,1.0
GO:0048793,6.0
GO:0048806,10.0
GO:0048807,3.0
GO:0048808,4.0
GO:0048812,57.0
GO:0048813,35.0
GO:0048814,21.0
GO:0048820,6.0
GO:0048821,22.0
GO:0048822,2.0
GO:0048839,43.0
GO:0048840,2.0
GO:0048841,2.0
GO:0048842,7.0
GO:0048843,28.0
GO:0048844,25.0
GO:0048845,6.0
GO:0048846,11.0
GO:0048850,2.0
GO:0048852,1.0
GO:0048853,10.0
GO:0048854,22.0
GO:0048856,49.0
GO:0048857,1.0
GO:0048858,3.0
GO:0048859,4.0
GO:0048861,5.0
GO:0048863,44.0
GO:0048864,7.0
GO:0048866,4.0
GO:0048870,37.0
GO:0048871,3.0
GO:0048872,14.0
GO:0048873,29.0
GO:0048874,8.0
GO:0048878,1.0
GO:0048880,3.0
GO:0048894,1.0
GO:0048935,11.0
GO:0048936,4.0
GO:0050427,14.0
GO:0050428,2.0
GO:0050432,1.0
GO:0050433,1.0
GO:0050434,3.0
GO:0050435,12.0
GO:0050482,25.0
GO:0050650,9.0
GO:0050651,3.0
GO:0050652,1.0
GO:0050653,2.0
GO:0050655,1.0
GO:0050658,9.0
GO:0050665,10.0
GO:0050666,1.0
GO:0050667,8.0
GO:0050671,7.0
GO:0050672,5.0
GO:0050673,49.0
GO:0050674,1.0
GO:0050677,1.0
GO:0050678,18.0
GO:0050679,66.0
GO:0050680,58.0
GO:0050684,16.0
GO:0050687,14.0
GO:0050688,6.0
GO:0050689,4.0
GO:0050691,8.0
GO:0050708,17.0
GO:0050709,19.0
GO:0050714,49.0
GO:0050727,94.0
GO:0050728,108.0
GO:0050729,100.0
GO:0050730,22.0
GO:0050731,89.0
GO:0050732,12.0
GO:0050746,3.0
GO:0050748,2.0
GO:0050764,10.0
GO:0050765,15.0
GO:0050766,47.0
GO:0050767,39.0
GO:0050768,24.0
GO:0050769,31.0
GO:0050770,20.0
GO:0050771,12.0
GO:0050772,31.0
GO:0050773,17.0
GO:0050774,9.0
GO:0050775,22.0
GO:0050776,31.0
GO:0050777,14.0
GO:0050778,25.0
GO:0050779,4.0
GO:0050783,1.0
GO:0050787,1.0
GO:0050790,17.0
GO:0050792,1.0
GO:0050793,7.0
GO:0050795,11.0
GO:0050796,44.0
GO:0050798,7.0
GO:0050801,5.0
GO:0050803,6.0
GO:0050804,73.0
GO:0050805,9.0
GO:0050806,19.0
GO:0050807,20.0
GO:0050808,52.0
GO:0050810,10.0
GO:0050812,1.0
GO:0050817,2.0
GO:0050819,4.0
GO:0050820,2.0
GO:0050821,225.0
GO:0050823,1.0
GO:0050829,90.0
GO:0050830,119.0
GO:0050832,33.0
GO:0050847,11.0
GO:0050848,16.0
GO:0050849,5.0
GO:0050850,20.0
GO:0050851,6.0
GO:0050852,111.0
GO:0050853,56.0
GO:0050855,5.0
GO:0050856,3.0
GO:0050857,1.0
GO:0050859,7.0
GO:0050860,25.0
GO:0050861,8.0
GO:0050862,17.0
GO:0050863,9.0
GO:0050864,3.0
GO:0050865,1.0
GO:0050866,2.0
GO:0050867,4.0
GO:0050868,16.0
GO:0050869,7.0
GO:0050870,33.0
GO:0050871,7.0
GO:0050872,17.0
GO:0050873,34.0
GO:0050877,50.0
GO:0050878,4.0
GO:0050881,6.0
GO:0050882,7.0
GO:0050883,2.0
GO:0050884,13.0
GO:0050885,45.0
GO:0050890,51.0
GO:0050891,11.0
GO:0050892,13.0
GO:0050893,3.0
GO:0050894,1.0
GO:0050896,64.0
GO:0050900,24.0
GO:0050901,20.0
GO:0050902,2.0
GO:0050904,5.0
GO:0050905,19.0
GO:0050906,2.0
GO:0050907,1.0
GO:0050908,22.0
GO:0050909,15.0
GO:0050910,16.0
GO:0050911,138.0
GO:0050912,1.0
GO:0050913,5.0
GO:0050914,4.0
GO:0050915,9.0
GO:0050916,7.0
GO:0050917,7.0
GO:0050918,18.0
GO:0050919,32.0
GO:0050920,8.0
GO:0050921,19.0
GO:0050922,4.0
GO:0050923,1.0
GO:0050925,2.0
GO:0050927,12.0
GO:0050928,1.0
GO:0050929,1.0
GO:0050930,15.0
GO:0050942,2.0
GO:0050951,3.0
GO:0050953,9.0
GO:0050954,2.0
GO:0050955,4.0
GO:0050957,6.0
GO:0050960,3.0
GO:0050965,20.0
GO:0050966,15.0
GO:0050968,3.0
GO:0050974,5.0
GO:0050975,2.0
GO:0050976,2.0
GO:0050982,13.0
GO:0050992,2.0
GO:0050994,4.0
GO:0050995,18.0
GO:0050996,8.0
GO:0050999,9.0
GO:0051000,22.0
GO:0051001,8.0
GO:0051004,3.0
GO:0051005,6.0
GO:0051006,8.0
GO:0051012,2.0
GO:0051013,8.0
GO:0051014,13.0
GO:0051016,20.0
GO:0051017,34.0
GO:0051026,7.0
GO:0051028,69.0
GO:0051029,1.0
GO:0051031,1.0
GO:0051036,11.0
GO:0051039,1.0
GO:0051041,1.0
GO:0051042,1.0
GO:0051044,18.0
GO:0051045,8.0
GO:0051046,4.0
GO:0051047,5.0
GO:0051048,3.0
GO:0051049,3.0
GO:0051050,1.0
GO:0051051,4.0
GO:0051053,1.0
GO:0051054,2.0
GO:0051055,6.0
GO:0051056,115.0
GO:0051057,9.0
GO:0051058,8.0
GO:0051066,1.0
GO:0051081,4.0
GO:0051083,2.0
GO:0051084,4.0
GO:0051085,33.0
GO:0051086,1.0
GO:0051089,1.0
GO:0051090,24.0
GO:0051091,115.0
GO:0051092,158.0
GO:0051093,8.0
GO:0051094,2.0
GO:0051096,6.0
GO:0051097,3.0
GO:0051098,4.0
GO:0051099,6.0
GO:0051100,2.0
GO:0051101,6.0
GO:0051102,1.0
GO:0051103,4.0
GO:0051106,4.0
GO:0051122,8.0
GO:0051123,62.0
GO:0051124,2.0
GO:0051125,2.0
GO:0051126,2.0
GO:0051127,6.0
GO:0051128,3.0
GO:0051131,22.0
GO:0051134,1.0
GO:0051135,5.0
GO:0051136,2.0
GO:0051138,4.0
GO:0051141,1.0
GO:0051142,10.0
GO:0051145,17.0
GO:0051146,14.0
GO:0051147,8.0
GO:0051148,8.0
GO:0051149,15.0
GO:0051150,5.0
GO:0051151,7.0
GO:0051152,3.0
GO:0051153,1.0
GO:0051154,3.0
GO:0051155,6.0
GO:0051156,10.0
GO:0051160,1.0
GO:0051164,1.0
GO:0051168,12.0
GO:0051170,5.0
GO:0051171,1.0
GO:0051173,2.0
GO:0051174,1.0
GO:0051177,5.0
GO:0051179,32.0
GO:0051180,5.0
GO:0051204,2.0
GO:0051205,8.0
GO:0051208,5.0
GO:0051209,42.0
GO:0051216,60.0
GO:0051220,11.0
GO:0051222,5.0
GO:0051223,7.0
GO:0051224,6.0
GO:0051225,39.0
GO:0051228,2.0
GO:0051231,3.0
GO:0051232,1.0
GO:0051238,11.0
GO:0051246,9.0
GO:0051247,24.0
GO:0051248,9.0
GO:0051249,1.0
GO:0051250,3.0
GO:0051251,1.0
GO:0051252,4.0
GO:0051255,2.0
GO:0051256,11.0
GO:0051257,2.0
GO:0051258,16.0
GO:0051259,20.0
GO:0051260,124.0
GO:0051261,1.0
GO:0051262,25.0
GO:0051276,24.0
GO:0051279,14.0
GO:0051280,2.0
GO:0051281,31.0
GO:0051282,1.0
GO:0051283,1.0
GO:0051284,3.0
GO:0051289,59.0
GO:0051290,15.0
GO:0051291,11.0
GO:0051292,10.0
GO:0051293,6.0
GO:0051294,6.0
GO:0051295,5.0
GO:0051296,1.0
GO:0051298,16.0
GO:0051299,2.0
GO:0051301,352.0
GO:0051302,21.0
GO:0051303,3.0
GO:0051304,4.0
GO:0051306,4.0
GO:0051307,1.0
GO:0051308,1.0
GO:0051309,2.0
GO:0051310,14.0
GO:0051311,1.0
GO:0051315,12.0
GO:0051321,67.0
GO:0051336,1.0
GO:0051341,1.0
GO:0051343,5.0
GO:0051344,6.0
GO:0051345,4.0
GO:0051346,8.0
GO:0051349,2.0
GO:0051350,1.0
GO:0051351,4.0
GO:0051353,7.0
GO:0051354,8.0
GO:0051355,1.0
GO:0051365,2.0
GO:0051366,1.0
GO:0051382,12.0
GO:0051383,6.0
GO:0051384,56.0
GO:0051385,3.0
GO:0051386,2.0
GO:0051387,4.0
GO:0051388,5.0
GO:0051391,1.0
GO:0051394,1.0
GO:0051402,75.0
GO:0051403,19.0
GO:0051409,4.0
GO:0051410,2.0
GO:0051412,15.0
GO:0051413,1.0
GO:0051414,3.0
GO:0051415,1.0
GO:0051418,1.0
GO:0051438,3.0
GO:0051443,21.0
GO:0051444,13.0
GO:0051445,20.0
GO:0051446,2.0
GO:0051447,3.0
GO:0051450,13.0
GO:0051451,9.0
GO:0051452,14.0
GO:0051453,28.0
GO:0051454,4.0
GO:0051455,1.0
GO:0051457,14.0
GO:0051458,2.0
GO:0051459,1.0
GO:0051460,1.0
GO:0051461,5.0
GO:0051463,1.0
GO:0051464,4.0
GO:0051466,2.0
GO:0051469,11.0
GO:0051480,39.0
GO:0051481,10.0
GO:0051482,33.0
GO:0051489,17.0
GO:0051490,6.0
GO:0051491,31.0
GO:0051492,17.0
GO:0051493,23.0
GO:0051494,1.0
GO:0051495,5.0
GO:0051496,53.0
GO:0051497,29.0
GO:0051503,3.0
GO:0051541,2.0
GO:0051542,1.0
GO:0051545,1.0
GO:0051546,6.0
GO:0051548,2.0
GO:0051549,12.0
GO:0051552,5.0
GO:0051560,16.0
GO:0051561,11.0
GO:0051562,3.0
GO:0051563,2.0
GO:0051567,2.0
GO:0051568,23.0
GO:0051569,2.0
GO:0051570,1.0
GO:0051571,16.0
GO:0051572,2.0
GO:0051573,3.0
GO:0051574,2.0
GO:0051580,3.0
GO:0051582,1.0
GO:0051583,6.0
GO:0051584,5.0
GO:0051585,1.0
GO:0051586,3.0
GO:0051591,35.0
GO:0051592,54.0
GO:0051593,9.0
GO:0051595,1.0
GO:0051597,5.0
GO:0051598,3.0
GO:0051599,3.0
GO:0051601,4.0
GO:0051602,29.0
GO:0051603,34.0
GO:0051604,33.0
GO:0051606,2.0
GO:0051607,226.0
GO:0051608,3.0
GO:0051610,9.0
GO:0051611,1.0
GO:0051612,3.0
GO:0051615,4.0
GO:0051620,5.0
GO:0051621,2.0
GO:0051622,1.0
GO:0051623,1.0
GO:0051625,2.0
GO:0051630,1.0
GO:0051631,1.0
GO:0051638,1.0
GO:0051639,9.0
GO:0051640,4.0
GO:0051641,1.0
GO:0051642,18.0
GO:0051643,2.0
GO:0051645,6.0
GO:0051646,9.0
GO:0051647,4.0
GO:0051648,2.0
GO:0051649,99.0
GO:0051650,7.0
GO:0051651,4.0
GO:0051653,5.0
GO:0051654,3.0
GO:0051656,3.0
GO:0051658,1.0
GO:0051659,2.0
GO:0051660,10.0
GO:0051661,6.0
GO:0051664,5.0
GO:0051665,1.0
GO:0051666,1.0
GO:0051668,4.0
GO:0051673,5.0
GO:0051683,8.0
GO:0051684,3.0
GO:0051685,2.0
GO:0051693,11.0
GO:0051694,7.0
GO:0051695,1.0
GO:0051697,5.0
GO:0051701,3.0
GO:0051702,5.0
GO:0051707,4.0
GO:0051709,1.0
GO:0051712,6.0
GO:0051715,7.0
GO:0051725,5.0
GO:0051726,217.0
GO:0051729,3.0
GO:0051754,4.0
GO:0051758,1.0
GO:0051764,14.0
GO:0051770,18.0
GO:0051771,3.0
GO:0051775,11.0
GO:0051780,1.0
GO:0051781,48.0
GO:0051782,9.0
GO:0051788,3.0
GO:0051790,1.0
GO:0051791,5.0
GO:0051792,6.0
GO:0051793,5.0
GO:0051794,1.0
GO:0051795,3.0
GO:0051796,1.0
GO:0051797,3.0
GO:0051798,7.0
GO:0051799,2.0
GO:0051823,4.0
GO:0051835,3.0
GO:0051838,10.0
GO:0051865,77.0
GO:0051866,1.0
GO:0051867,5.0
GO:0051873,9.0
GO:0051877,2.0
GO:0051878,1.0
GO:0051881,32.0
GO:0051882,4.0
GO:0051884,2.0
GO:0051885,2.0
GO:0051886,1.0
GO:0051891,4.0
GO:0051893,24.0
GO:0051894,26.0
GO:0051895,17.0
GO:0051896,15.0
GO:0051897,112.0
GO:0051898,43.0
GO:0051899,26.0
GO:0051900,5.0
GO:0051901,8.0
GO:0051902,6.0
GO:0051904,1.0
GO:0051915,1.0
GO:0051917,4.0
GO:0051918,13.0
GO:0051919,4.0
GO:0051923,16.0
GO:0051924,24.0
GO:0051926,12.0
GO:0051928,28.0
GO:0051930,31.0
GO:0051932,24.0
GO:0051935,2.0
GO:0051936,4.0
GO:0051938,5.0
GO:0051939,5.0
GO:0051946,2.0
GO:0051951,2.0
GO:0051956,2.0
GO:0051957,1.0
GO:0051958,1.0
GO:0051960,2.0
GO:0051961,1.0
GO:0051963,14.0
GO:0051964,5.0
GO:0051965,59.0
GO:0051966,34.0
GO:0051967,10.0
GO:0051968,32.0
GO:0051969,4.0
GO:0051970,5.0
GO:0051971,6.0
GO:0051972,4.0
GO:0051973,34.0
GO:0051974,10.0
GO:0051977,3.0
GO:0051983,10.0
GO:0051984,13.0
GO:0051987,3.0
GO:0051988,7.0
GO:0052314,2.0
GO:0052337,4.0
GO:0052373,1.0
GO:0052403,2.0
GO:0052472,2.0
GO:0052547,1.0
GO:0052548,7.0
GO:0052651,7.0
GO:0052652,1.0
GO:0052695,20.0
GO:0052696,5.0
GO:0052697,7.0
GO:0055001,16.0
GO:0055002,1.0
GO:0055003,12.0
GO:0055005,3.0
GO:0055007,20.0
GO:0055008,12.0
GO:0055009,6.0
GO:0055010,24.0
GO:0055012,5.0
GO:0055013,24.0
GO:0055014,3.0
GO:0055015,8.0
GO:0055017,1.0
GO:0055020,1.0
GO:0055024,1.0
GO:0055025,2.0
GO:0055026,2.0
GO:0055048,1.0
GO:0055059,3.0
GO:0055062,14.0
GO:0055064,11.0
GO:0055070,4.0
GO:0055071,1.0
GO:0055074,32.0
GO:0055075,20.0
GO:0055078,16.0
GO:0055080,2.0
GO:0055081,2.0
GO:0055082,1.0
GO:0055085,85.0
GO:0055086,4.0
GO:0055088,47.0
GO:0055089,16.0
GO:0055090,2.0
GO:0055091,16.0
GO:0055092,3.0
GO:0055093,15.0
GO:0055096,3.0
GO:0055107,3.0
GO:0055111,1.0
GO:0055113,1.0
GO:0055117,20.0
GO:0055118,4.0
GO:0055119,14.0
GO:0055123,6.0
GO:0055129,6.0
GO:0055130,1.0
GO:0060003,2.0
GO:0060004,1.0
GO:0060005,3.0
GO:0060007,1.0
GO:0060008,8.0
GO:0060009,10.0
GO:0060010,1.0
GO:0060011,5.0
GO:0060012,4.0
GO:0060013,8.0
GO:0060014,1.0
GO:0060017,6.0
GO:0060018,4.0
GO:0060019,7.0
GO:0060020,11.0
GO:0060021,65.0
GO:0060022,8.0
GO:0060023,5.0
GO:0060024,2.0
GO:0060025,3.0
GO:0060026,2.0
GO:0060027,2.0
GO:0060028,4.0
GO:0060029,2.0
GO:0060032,1.0
GO:0060033,4.0
GO:0060035,1.0
GO:0060037,19.0
GO:0060038,25.0
GO:0060039,9.0
GO:0060040,4.0
GO:0060041,57.0
GO:0060042,9.0
GO:0060043,5.0
GO:0060044,12.0
GO:0060045,23.0
GO:0060046,3.0
GO:0060047,20.0
GO:0060048,40.0
GO:0060049,4.0
GO:0060050,5.0
GO:0060051,1.0
GO:0060052,9.0
GO:0060054,10.0
GO:0060055,10.0
GO:0060056,7.0
GO:0060057,2.0
GO:0060058,3.0
GO:0060059,6.0
GO:0060060,2.0
GO:0060061,3.0
GO:0060064,1.0
GO:0060065,17.0
GO:0060066,3.0
GO:0060067,2.0
GO:0060068,10.0
GO:0060070,94.0
GO:0060071,29.0
GO:0060073,4.0
GO:0060074,16.0
GO:0060075,10.0
GO:0060078,12.0
GO:0060079,33.0
GO:0060080,10.0
GO:0060081,8.0
GO:0060082,1.0
GO:0060083,3.0
GO:0060084,3.0
GO:0060086,3.0
GO:0060087,6.0
GO:0060088,17.0
GO:0060092,1.0
GO:0060094,1.0
GO:0060097,1.0
GO:0060100,12.0
GO:0060101,1.0
GO:0060112,2.0
GO:0060113,4.0
GO:0060117,6.0
GO:0060118,1.0
GO:0060119,6.0
GO:0060121,1.0
GO:0060122,17.0
GO:0060123,2.0
